City_code,City,Province,Number
,missing postcode and abroad,missing postcode and abroad,99
796,'s-Hertogenbosch,Noord-Brabant,150
1680,Aa en Hunze,Drenthe,5
358,Aalsmeer,Noord-Holland,18
197,Aalten,Gelderland,5
59,Achtkarspelen,Friesland,2
482,Alblasserdam,Zuid-Holland,7
613,Albrandswaard,Zuid-Holland,25
361,Alkmaar,Noord-Holland,49
141,Almelo,Overijssel,20
34,Almere,Flevoland,60
484,Alphen aan den Rijn,Zuid-Holland,44
1723,Alphen-Chaam,Noord-Brabant,26
1959,Altena,Noord-Brabant,44
60,Ameland,Friesland,0
307,Amersfoort,Utrecht,69
362,Amstelveen,Noord-Holland,81
363,Amsterdam,Noord-Holland,571
200,Apeldoorn,Gelderland,60
3,Appingedam,Groningen,1
202,Arnhem,Gelderland,63
106,Assen,Drenthe,12
743,Asten,Noord-Brabant,17
744,Baarle-Nassau,Noord-Brabant,3
308,Baarn,Utrecht,7
489,Barendrecht,Zuid-Holland,30
203,Barneveld,Gelderland,22
888,Beek,Limburg,15
1954,Beekdaelen,Limburg,43
370,Beemster,Noord-Holland,6
889,Beesel,Limburg,15
1945,Berg en Dal,Gelderland,69
1724,Bergeijk,Noord-Brabant,14
893,Bergen (L.),Limburg,4
373,Bergen (NH.),Noord-Holland,23
748,Bergen op Zoom,Noord-Brabant,17
1859,Berkelland,Gelderland,5
1721,Bernheze,Noord-Brabant,117
753,Best,Noord-Brabant,27
209,Beuningen,Gelderland,24
375,Beverwijk,Noord-Holland,22
1728,Bladel,Noord-Brabant,21
376,Blaricum,Noord-Holland,6
377,Bloemendaal,Noord-Holland,19
1901,Bodegraven-Reeuwijk,Zuid-Holland,12
755,Boekel,Noord-Brabant,61
1681,Borger-Odoorn,Drenthe,2
147,Borne,Overijssel,21
654,Borsele,Zeeland,7
756,Boxmeer,Noord-Brabant,25
757,Boxtel,Noord-Brabant,26
758,Breda,Noord-Brabant,245
501,Brielle,Zuid-Holland,11
1876,Bronckhorst,Gelderland,11
213,Brummen,Gelderland,8
899,Brunssum,Limburg,31
312,Bunnik,Utrecht,10
313,Bunschoten,Utrecht,6
214,Buren,Gelderland,9
502,Capelle aan den IJssel,Zuid-Holland,44
383,Castricum,Noord-Holland,24
109,Coevorden,Drenthe,20
1706,Cranendonck,Noord-Brabant,58
1684,Cuijk,Noord-Brabant,14
216,Culemborg,Gelderland,20
148,Dalfsen,Overijssel,16
1891,Dantumadiel,Friesland,3
310,De Bilt,Utrecht,42
1940,De Fryske Marren,Friesland,22
736,De Ronde Venen,Utrecht,24
1690,De Wolden,Drenthe,7
503,Delft,Zuid-Holland,34
10,Delfzijl,Groningen,7
400,Den Helder,Noord-Holland,11
762,Deurne,Noord-Brabant,58
150,Deventer,Overijssel,53
384,Diemen,Noord-Holland,9
1774,Dinkelland,Overijssel,34
221,Doesburg,Gelderland,6
222,Doetinchem,Gelderland,24
766,Dongen,Noord-Brabant,21
505,Dordrecht,Zuid-Holland,46
498,Drechterland,Noord-Holland,7
1719,Drimmelen,Noord-Brabant,30
303,Dronten,Flevoland,13
225,Druten,Gelderland,18
226,Duiven,Gelderland,7
1711,Echt-Susteren,Limburg,32
385,Edam-Volendam,Noord-Holland,16
228,Ede,Gelderland,50
317,Eemnes,Utrecht,2
770,Eersel,Noord-Brabant,23
1903,Eijsden-Margraten,Limburg,53
772,Eindhoven,Noord-Brabant,143
230,Elburg,Gelderland,18
114,Emmen,Drenthe,15
388,Enkhuizen,Noord-Holland,18
153,Enschede,Overijssel,55
232,Epe,Gelderland,33
233,Ermelo,Gelderland,23
777,Etten-Leur,Noord-Brabant,54
779,Geertruidenberg,Noord-Brabant,15
1771,Geldrop-Mierlo,Noord-Brabant,26
1652,Gemert-Bakel,Noord-Brabant,94
907,Gennep,Limburg,19
784,Gilze en Rijen,Noord-Brabant,29
1924,Goeree-Overflakkee,Zuid-Holland,112
664,Goes,Zeeland,17
785,Goirle,Noord-Brabant,34
1942,Gooise Meren,Noord-Holland,26
512,Gorinchem,Zuid-Holland,25
513,Gouda,Zuid-Holland,43
786,Grave,Noord-Brabant,25
14,Groningen,Groningen,88
1729,Gulpen-Wittem,Limburg,11
158,Haaksbergen,Overijssel,10
788,Haaren,Noord-Brabant,23
392,Haarlem,Noord-Holland,86
394,Haarlemmermeer,Noord-Holland,61
1655,Halderberge,Noord-Brabant,14
160,Hardenberg,Overijssel,21
243,Harderwijk,Gelderland,25
523,Hardinxveld-Giessendam,Zuid-Holland,10
72,Harlingen,Friesland,4
244,Hattem,Gelderland,12
396,Heemskerk,Noord-Holland,27
397,Heemstede,Noord-Holland,32
246,Heerde,Gelderland,40
74,Heerenveen,Friesland,9
398,Heerhugowaard,Noord-Holland,31
917,Heerlen,Limburg,87
1658,Heeze-Leende,Noord-Brabant,16
399,Heiloo,Noord-Holland,17
163,Hellendoorn,Overijssel,14
530,Hellevoetsluis,Zuid-Holland,15
794,Helmond,Noord-Brabant,105
531,Hendrik-Ido-Ambacht,Zuid-Holland,6
164,Hengelo,Overijssel,40
1966,Het Hogeland,Groningen,9
252,Heumen,Gelderland,20
797,Heusden,Noord-Brabant,46
534,Hillegom,Zuid-Holland,6
798,Hilvarenbeek,Noord-Brabant,13
402,Hilversum,Noord-Holland,25
1963,Hoeksche Waard,Zuid-Holland,62
1735,Hof van Twente,Overijssel,18
1911,Hollands Kroon,Noord-Holland,25
118,Hoogeveen,Drenthe,13
405,Hoorn,Noord-Holland,23
1507,Horst aan de Maas,Limburg,34
321,Houten,Utrecht,58
406,Huizen,Noord-Holland,13
677,Hulst,Zeeland,6
353,IJsselstein,Utrecht,38
1884,Kaag en Braassem,Zuid-Holland,8
166,Kampen,Overijssel,69
678,Kapelle,Zeeland,2
537,Katwijk,Zuid-Holland,24
928,Kerkrade,Limburg,36
1598,Koggenland,Noord-Holland,10
542,Krimpen aan den IJssel,Zuid-Holland,15
1931,Krimpenerwaard,Zuid-Holland,38
1659,Laarbeek,Noord-Brabant,45
1685,Landerd,Noord-Brabant,50
882,Landgraaf,Limburg,32
415,Landsmeer,Noord-Holland,8
416,Langedijk,Noord-Holland,16
1621,Lansingerland,Zuid-Holland,49
417,Laren,Noord-Holland,8
80,Leeuwarden,Friesland,23
546,Leiden,Zuid-Holland,39
547,Leiderdorp,Zuid-Holland,7
1916,Leidschendam-Voorburg,Zuid-Holland,24
995,Lelystad,Flevoland,34
1640,Leudal,Limburg,52
327,Leusden,Utrecht,19
1705,Lingewaard,Gelderland,28
553,Lisse,Zuid-Holland,4
262,Lochem,Gelderland,14
809,Loon op Zand,Noord-Brabant,31
331,Lopik,Utrecht,17
24,Loppersum,Groningen,1
168,Losser,Overijssel,3
263,Maasdriel,Gelderland,12
1641,Maasgouw,Limburg,13
556,Maassluis,Zuid-Holland,15
935,Maastricht,Limburg,185
420,Medemblik,Noord-Holland,22
938,Meerssen,Limburg,13
1948,Meierijstad,Noord-Brabant,243
119,Meppel,Drenthe,8
687,Middelburg,Zeeland,14
1842,Midden-Delfland,Zuid-Holland,4
1731,Midden-Drenthe,Drenthe,5
1952,Midden-Groningen,Groningen,8
815,Mill en Sint Hubert,Noord-Brabant,11
1709,Moerdijk,Noord-Brabant,12
1978,Molenlanden,Zuid-Holland,23
1955,Montferland,Gelderland,10
335,Montfoort,Utrecht,15
944,Mook en Middelaar,Limburg,8
1740,Neder-Betuwe,Gelderland,33
946,Nederweert,Limburg,27
356,Nieuwegein,Utrecht,33
569,Nieuwkoop,Zuid-Holland,10
267,Nijkerk,Gelderland,18
268,Nijmegen,Gelderland,197
1930,Nissewaard,Zuid-Holland,40
1970,Noardeast-Fryslân,Friesland,6
1695,Noord-Beveland,Zeeland,2
1699,Noordenveld,Drenthe,5
171,Noordoostpolder,Flevoland,11
575,Noordwijk,Zuid-Holland,17
820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,16
302,Nunspeet,Gelderland,52
579,Oegstgeest,Zuid-Holland,15
823,Oirschot,Noord-Brabant,14
824,Oisterwijk,Noord-Brabant,27
1895,Oldambt,Groningen,2
269,Oldebroek,Gelderland,30
173,Oldenzaal,Overijssel,22
1773,Olst-Wijhe,Overijssel,9
175,Ommen,Overijssel,10
1586,Oost Gelre,Gelderland,11
826,Oosterhout,Noord-Brabant,44
85,Ooststellingwerf,Friesland,1
431,Oostzaan,Noord-Holland,8
432,Opmeer,Noord-Holland,3
86,Opsterland,Friesland,7
828,Oss,Noord-Brabant,174
1509,Oude IJsselstreek,Gelderland,10
437,Ouder-Amstel,Noord-Holland,10
589,Oudewater,Utrecht,25
1734,Overbetuwe,Gelderland,61
590,Papendrecht,Zuid-Holland,7
1894,Peel en Maas,Limburg,140
765,Pekela,Groningen,3
1926,Pijnacker-Nootdorp,Zuid-Holland,29
439,Purmerend,Noord-Holland,63
273,Putten,Gelderland,6
177,Raalte,Overijssel,20
703,Reimerswaal,Zeeland,7
274,Renkum,Gelderland,21
339,Renswoude,Utrecht,1
1667,Reusel-De Mierden,Noord-Brabant,7
275,Rheden,Gelderland,35
340,Rhenen,Utrecht,6
597,Ridderkerk,Zuid-Holland,34
1742,Rijssen-Holten,Overijssel,21
603,Rijswijk,Zuid-Holland,20
1669,Roerdalen,Limburg,18
957,Roermond,Limburg,38
1674,Roosendaal,Noord-Brabant,26
599,Rotterdam,Zuid-Holland,375
277,Rozendaal,Gelderland,2
840,Rucphen,Noord-Brabant,10
518,s-Gravenhage,Zuid-Holland,182
441,Schagen,Noord-Holland,19
279,Scherpenzeel,Gelderland,4
606,Schiedam,Zuid-Holland,31
88,Schiermonnikoog,Friesland,0
1676,Schouwen-Duiveland,Zeeland,10
965,Simpelveld,Limburg,14
1702,Sint Anthonis,Noord-Brabant,31
845,Sint-Michielsgestel,Noord-Brabant,33
1883,Sittard-Geleen,Limburg,114
610,Sliedrecht,Zuid-Holland,7
1714,Sluis,Zeeland,6
90,Smallingerland,Friesland,10
342,Soest,Utrecht,30
847,Someren,Noord-Brabant,29
848,Son en Breugel,Noord-Brabant,24
37,Stadskanaal,Groningen,1
180,Staphorst,Overijssel,6
532,Stede Broec,Noord-Holland,20
851,Steenbergen,Noord-Brabant,17
1708,Steenwijkerland,Overijssel,10
971,Stein,Limburg,34
1904,Stichtse Vecht,Utrecht,34
1900,Súdwest-Fryslân,Friesland,23
715,Terneuzen,Zeeland,20
93,Terschelling,Friesland,0
448,Texel,Noord-Holland,3
1525,Teylingen,Zuid-Holland,13
716,Tholen,Zeeland,34
281,Tiel,Gelderland,33
855,Tilburg,Noord-Brabant,330
183,Tubbergen,Overijssel,14
1700,Twenterand,Overijssel,8
1730,Tynaarlo,Drenthe,17
737,Tytsjerksteradiel,Friesland,4
856,Uden,Noord-Brabant,154
450,Uitgeest,Noord-Holland,9
451,Uithoorn,Noord-Holland,17
184,Urk,Flevoland,14
344,Utrecht,Utrecht,307
1581,Utrechtse Heuvelrug,Utrecht,32
981,Vaals,Limburg,9
994,Valkenburg aan de Geul,Limburg,15
858,Valkenswaard,Noord-Brabant,36
47,Veendam,Groningen,2
345,Veenendaal,Utrecht,20
717,Veere,Zeeland,9
861,Veldhoven,Noord-Brabant,28
453,Velsen,Noord-Holland,40
983,Venlo,Limburg,96
984,Venray,Limburg,37
1961,Vijfheerenlanden,Utrecht,47
622,Vlaardingen,Zuid-Holland,43
96,Vlieland,Friesland,0
718,Vlissingen,Zeeland,13
986,Voerendaal,Limburg,13
626,Voorschoten,Zuid-Holland,8
285,Voorst,Gelderland,20
865,Vught,Noord-Brabant,38
1949,Waadhoeke,Friesland,6
866,Waalre,Noord-Brabant,8
867,Waalwijk,Noord-Brabant,59
627,Waddinxveen,Zuid-Holland,9
289,Wageningen,Gelderland,8
629,Wassenaar,Zuid-Holland,6
852,Waterland,Noord-Holland,14
988,Weert,Limburg,43
457,Weesp,Noord-Holland,10
1960,West Betuwe,Gelderland,36
668,West Maas en Waal,Gelderland,19
1969,Westerkwartier,Groningen,20
1701,Westerveld,Drenthe,6
293,Westervoort,Gelderland,5
1950,Westerwolde,Groningen,4
1783,Westland,Zuid-Holland,61
98,Weststellingwerf,Friesland,3
614,Westvoorne,Zuid-Holland,12
189,Wierden,Overijssel,9
296,Wijchen,Gelderland,43
1696,Wijdemeren,Noord-Holland,5
352,Wijk bij Duurstede,Utrecht,11
294,Winterswijk,Gelderland,4
873,Woensdrecht,Noord-Brabant,6
632,Woerden,Utrecht,44
880,Wormerland,Noord-Holland,13
351,Woudenberg,Utrecht,8
479,Zaanstad,Noord-Holland,75
297,Zaltbommel,Gelderland,16
473,Zandvoort,Noord-Holland,10
50,Zeewolde,Flevoland,9
355,Zeist,Utrecht,47
299,Zevenaar,Gelderland,21
637,Zoetermeer,Zuid-Holland,28
638,Zoeterwoude,Zuid-Holland,3
1892,Zuidplas,Zuid-Holland,17
879,Zundert,Noord-Brabant,25
301,Zutphen,Gelderland,16
1896,Zwartewaterland,Overijssel,45
642,Zwijndrecht,Zuid-Holland,18
193,Zwolle,Overijssel,92
,SUM,SUM,11539
